Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2020,"Carretera",2020-08-09,"AP-7","214","BANYERES DEL PENEDES","Baix Penedes","Tarragona",0,2,0,2,2,0,0,0,0,1,1,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",19.06,"Tarda","Col.lisió de vehicles en marxa","dg"
2020,"Zona urbana",2020-07-01,"SE","999999","LLEIDA","Segria","Lleida",0,1,3,4,2,0,0,0,0,2,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",19.45,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-09-07,"AP-7","137,5","PARETS DEL VALLES","Valles Oriental","Barcelona",0,1,1,2,2,0,0,0,0,1,1,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Un sol sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners",6.34,"Matí","Sortida de la calcada sense especificar","dill-dij"
2020,"Zona urbana",2020-10-06,"BV-5151","0,2","FRANQUESES DEL VALLE","Valles Oriental","Barcelona",0,1,0,1,3,0,2,0,0,1,0,0,0,"30","Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",19.45,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Zona urbana",2020-10-17,"SE","999999","GIRONA","Girones","Girona",0,2,0,2,2,0,2,0,0,0,0,0,0,"100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",11.34,"Matí","Bolcada a la calcada","dis"
2020,"Zona urbana",2020-10-23,"SE","999999","CASTELLDEFELS","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Atropellament","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",11.35,"Matí","Atropellament","div"
2020,"Carretera",2020-07-31,"N-420","821,8","MORA D'EBRE","Ribera d'Ebre","Tarragona",0,1,1,2,3,0,0,0,0,3,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",11.39,"Matí","Col.lisió de vehicles en marxa","div"
2020,"Carretera",2020-08-22,"C-25","209","SANT HILARI SACALM","Selva","Girona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",23.07,"Nit","Altres","dis"
2020,"Carretera",2020-04-28,"BP-1417","6,9","SANT CUGAT DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Xoc amb animal a la calçada","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",21.39,"Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
2020,"Carretera",2020-10-23,"C-14","21,6","ALCOVER","Alt Camp","Tarragona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",13.5,"Matí","Col.lisió de vehicles en marxa","div"
2020,"Zona urbana",2020-05-12,"SE","999999","CALAFELL","Baix Penedes","Tarragona",0,1,0,1,2,0,0,0,1,1,0,0,0,"40","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Sense especificar","Calma, vent molt suau","Feiners",0.08,"Nit","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-07-26,"N-340","1075,8","AMPOSTA","Montsia","Tarragona",0,1,1,2,1,0,0,0,1,0,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",21.54,"Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
2020,"Zona urbana",2020-10-01,"SE","999999","IGUALADA","Anoia","Barcelona",1,0,0,1,1,0,0,0,1,0,0,0,0,"50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Sense especificar","Calma, vent molt suau","Feiners",1.2,"Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
2020,"Carretera",2020-11-06,"C-58","11,5","SABADELL","Valles Occidental","Barcelona",0,1,1,2,2,0,0,0,0,2,0,0,0,"120","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Altres","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana",19.52,"Tarda","Altres","div"
2020,"Carretera",2020-08-19,"BP-4654","15,8","ALPENS","Osona","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",16.4,"Tarda","Altres","dill-dij"
2020,"Zona urbana",2020-09-19,"SE","999999","OLOT","Garrotxa","Girona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana",17.54,"Tarda","Col.lisió de vehicles en marxa","dis"
2020,"Carretera",2020-02-09,"C-14","124,4","VILANOVA DE L'AGUDA","Noguera","Lleida",1,0,1,2,2,0,0,0,0,2,0,0,0,"70","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",20.31,"Tarda","Col.lisió de vehicles en marxa","dg"
2020,"Zona urbana",2020-01-16,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial insuficient","NA","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",20.0,"Tarda","Atropellament","dill-dij"
2020,"Zona urbana",2020-07-18,"SE","999999","VILAFRANCA DEL PENEDES","Alt Penedes","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Encalç","Enllaç d'entrada o eixida","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana",20.1,"Tarda","Col.lisió de vehicles en marxa","dis"
2020,"Carretera",2020-05-18,"CR","0","MOLLERUSSA","Pla d'Urgell","Lleida",1,0,0,1,1,0,0,0,0,1,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Mullat","Altres","Municipal","Pla","Calma, vent molt suau","Feiners",9.43,"Matí","Sortida de la calcada sense especificar","dill-dij"
2020,"Carretera",2020-05-27,"CR","3","BOLVIR","Cerdanya","Girona",0,1,0,1,1,0,1,0,0,0,0,0,0,"40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Municipal","Rampa o pendent","Calma, vent molt suau","Feiners",17.07,"Tarda","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-05-30,"BP-1413","4,5","SANT CUGAT DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"100","No","No n'hi ha","A nivell","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Travessera","Inundat","Via urbana( inclou carrer i carrer residencial)","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",8.18,"Matí","Bolcada a la calcada","dis"
2020,"Zona urbana",2020-05-22,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,0,1,0,1,0,"100","No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",16.37,"Tarda","Col.lisió de vehicles en marxa","div"
2020,"Zona urbana",2020-06-09,"SE","999999","BARCELONA","Barcelones","Barcelona",0,1,0,1,2,1,0,0,0,0,1,0,0,"30","No","Si","Sense Especificar","Carril bus","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",19.15,"Tarda","Atropellament","dill-dij"
2020,"Carretera",2020-05-31,"A-2","455,6","LLEIDA","Segria","Lleida",1,0,0,1,1,0,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","Alba o capvespre","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",6.06,"Matí","Sortida de la calcada sense especificar","dg"
2020,"Carretera",2020-06-05,"C-451","47,7","LLOBERA","Solsones","Lleida",0,1,0,1,2,0,0,0,0,2,0,0,0,"70","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Giratòria","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners",11.0,"Matí","Col.lisió de vehicles en marxa","div"
2020,"Zona urbana",2020-05-26,"SE","999999","CUBELLES","Garraf","Barcelona",0,1,0,1,1,0,0,0,0,0,0,1,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",22.1,"Nit","Altres","dill-dij"
2020,"Zona urbana",2020-05-27,"SE","999999","CASTELLDEFELS","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",13.14,"Matí","Atropellament","dill-dij"
2020,"Carretera",2020-05-26,"C-26","160,5","VILADA","Bergueda","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Altres","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",19.57,"Tarda","Altres","dill-dij"
2020,"Zona urbana",2020-07-01,"SE","999999","BARBERA DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,5,0,0,0,0,5,0,0,0,"NA","Si","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","Alba o capvespre","NA","Doble sentit","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners",21.4,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-06-08,"GIP-5121","1,5","BANYOLES","Pla de l'Estany","Girona",0,1,1,2,2,0,0,0,0,2,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","Feiners",16.2,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-06-07,"C-44","6,4","VANDELLOS I L'HOSPITALET DE L'INFANT","Baix Camp","Tarragona",0,1,0,1,1,0,0,0,0,1,0,0,0,"70","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",20.03,"Tarda","Sortida de la calcada sense especificar","dg"
2020,"Carretera",2020-06-20,"C-1413B","18,1","CENTELLES","Osona","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Altres","Pla","Calma, vent molt suau","CapDeSetmana",9.5,"Matí","Col.lisió de vehicles en marxa","dis"
2020,"Carretera",2020-07-05,"N-260","274,6","SORIGUERA","Pallars Sobira","Lleida",0,1,0,1,2,0,0,0,2,0,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",10.23,"Matí","Col.lisió de vehicles en marxa","dg"
2020,"Carretera",2020-06-17,"BV-3003","2,2","SANT MATEU DE BAGES","Bages","Barcelona",0,1,0,1,2,0,0,1,0,0,1,0,0,"50","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners",13.08,"Matí","Bolcada a la calcada","dill-dij"
2020,"Zona urbana",2020-07-13,"SE","999999","SABADELL","Valles Occidental","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",9.48,"Matí","Atropellament","dill-dij"
2020,"Carretera",2020-06-20,"BV-2411","25","AVINYONET DEL PENEDES","Alt Penedes","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",9.09,"Matí","Altres","dis"
2020,"Carretera",2020-06-26,"BV-5106","4,6","ORRIUS","Maresme","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",19.38,"Tarda","Altres","div"
2020,"Carretera",2020-08-06,"N-II","632,6","MASNOU, EL","Maresme","Barcelona",0,1,0,1,2,0,1,0,0,1,0,0,0,"100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",7.41,"Matí","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-08-06,"C-13","138,5","LLAVORSI","Pallars Sobira","Lleida",0,1,0,1,1,0,1,0,0,0,0,0,0,"40","No","No n'hi ha","Mixt","No n'hi ha","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",11.26,"Matí","Bolcada a la calcada","dill-dij"
2020,"Carretera",2020-06-30,"BV-1221","15,1","MURA","Bages","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",20.14,"Tarda","Altres","dill-dij"
2020,"Carretera",2020-09-26,"AP-7","342,9","ULLDECONA","Montsia","Tarragona",0,1,1,2,2,0,0,0,0,1,0,1,0,"999","No","No n'hi ha","Sense Especificar","NA","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Encalç","NA","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",10.58,"Matí","Col.lisió de vehicles en marxa","dis"
2020,"Zona urbana",2020-07-16,"SE","999999","VALLIRANA","Baix Llobregat","Barcelona",1,0,0,1,2,0,0,0,1,1,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",20.3,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
2020,"Carretera",2020-07-19,"C-32","17,5","VILANOVA I LA GELTRU","Garraf","Barcelona",1,0,0,1,2,0,0,0,0,2,0,0,0,"120","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial insuficient","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",4.08,"Nit","Sortida de la calcada sense especificar","dg"
2020,"Zona urbana",2020-07-25,"SE","999999","TARRAGONA","Tarragones","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","Si","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",13.3,"Matí","Atropellament","dis"
2020,"Zona urbana",2020-08-31,"SE","999999","REUS","Baix Camp","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","Si","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners",8.45,"Matí","Atropellament","dill-dij"
2020,"Zona urbana",2020-07-19,"SE","999999","SABADELL","Valles Occidental","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,"100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Altres","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana",2.0,"Nit","Altres","dg"
